"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-04 22:00","2019","04","04","22:00","-2.0","","-13.8","","40","","30","","16","","24.1","","102.92","","","","-7","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-04 23:00","2019","04","04","23:00","-2.5","","-14.3","","40","","32","","4","","24.1","","102.90","","","","-4","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 00:00","2019","04","05","00:00","-3.2","","-14.1","","43","","35","","7","","24.1","","102.88","","","","-6","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 01:00","2019","04","05","01:00","-4.4","","-13.9","","48","","34","","5","","24.1","","102.86","","","","-7","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 02:00","2019","04","05","02:00","-4.8","","-13.4","","51","","1","","8","","24.1","","102.82","","","","-8","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 03:00","2019","04","05","03:00","-6.0","","-12.9","","59","","22","","6","","24.1","","102.83","","","","-9","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 04:00","2019","04","05","04:00","-7.0","","-12.2","","67","","5","","3","","24.1","","102.81","","","","-9","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 05:00","2019","04","05","05:00","-6.4","","-13.5","","58","","36","","2","","24.1","","102.84","","","","-7","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 06:00","2019","04","05","06:00","-6.2","","-12.1","","63","","36","","1","","48.3","","102.89","","","","-7","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 07:00","2019","04","05","07:00","-2.5","","-12.9","","45","","14","","13","","48.3","","102.90","","","","-7","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 08:00","2019","04","05","08:00","-1.3","","-13.5","","39","","15","","16","","48.3","","102.88","","","","-6","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 09:00","2019","04","05","09:00","-0.6","","-14.7","","34","","13","","17","","48.3","","102.82","","","","-6","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 10:00","2019","04","05","10:00","0.6","","-13.5","","34","","15","","16","","48.3","","102.75","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 11:00","2019","04","05","11:00","0.7","","-13.1","","35","","13","","16","","48.3","","102.67","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 12:00","2019","04","05","12:00","1.9","","-13.2","","32","","13","","20","","48.3","","102.59","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 13:00","2019","04","05","13:00","3.5","","-13.5","","28","","13","","25","","48.3","","102.43","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 14:00","2019","04","05","14:00","3.7","","-11.9","","31","","13","","19","","48.3","","102.30","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 15:00","2019","04","05","15:00","3.9","","-11.8","","31","","13","","16","","48.3","","102.13","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 16:00","2019","04","05","16:00","4.1","","-10.7","","33","","14","","20","","48.3","","102.00","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 17:00","2019","04","05","17:00","4.2","","-9.7","","36","","14","","21","","24.1","","101.92","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 18:00","2019","04","05","18:00","4.2","","-8.2","","40","","14","","18","","24.1","","101.82","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 19:00","2019","04","05","19:00","1.1","","-0.9","","87","","16","","24","","8.1","","101.80","","","","","","Rain,Snow"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 20:00","2019","04","05","20:00","1.2","","-0.4","","89","","14","","19","","9.7","","101.72","","","","","","Rain,Snow"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 21:00","2019","04","05","21:00","1.4","","-0.6","","87","","16","","17","","12.9","","101.64","","","","","","Snow"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 22:00","2019","04","05","22:00","1.2","","-0.1","","91","","16","","17","","11.3","","101.57","","","","","","Snow"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-05 23:00","2019","04","05","23:00","1.0","","0.0","","93","","16","","18","","8.1","","101.53","","","","","","Snow"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 00:00","2019","04","06","00:00","0.8","","0.1","","95","","16","","17","","8.1","","101.51","","","","","","Snow,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 01:00","2019","04","06","01:00","1.0","","0.3","","95","","15","","9","","8.1","","101.48","","","","","","Snow,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 02:00","2019","04","06","02:00","1.0","","0.4","","96","","16","","10","","3.6","","101.43","","","","","","Drizzle,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 03:00","2019","04","06","03:00","1.2","","0.7","","97","","18","","8","","4.8","","101.41","","","","","","Drizzle,Snow Grains,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 04:00","2019","04","06","04:00","1.6","","1.1","","97","","20","","12","","3.2","","101.41","","","","","","Drizzle,Snow,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 05:00","2019","04","06","05:00","1.5","","1.1","","97","","22","","9","","4.8","","101.45","","","","","","Drizzle,Snow,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 06:00","2019","04","06","06:00","1.7","","1.3","","97","","25","","9","","9.7","","101.49","","","","","","Drizzle,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 07:00","2019","04","06","07:00","2.0","","1.5","","96","","25","","10","","9.7","","101.53","","","","","","Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 08:00","2019","04","06","08:00","2.6","","1.8","","94","","27","","11","","11.3","","101.58","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 09:00","2019","04","06","09:00","2.9","","1.5","","91","","28","","20","","19.3","","101.60","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 10:00","2019","04","06","10:00","3.3","","1.6","","89","","26","","19","","24.1","","101.59","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 11:00","2019","04","06","11:00","4.5","","2.1","","84","","25","","22","","24.1","","101.63","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 12:00","2019","04","06","12:00","5.5","","1.7","","77","","27","","25","","24.1","","101.64","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 13:00","2019","04","06","13:00","5.9","","1.7","","74","","25","","25","","24.1","","101.67","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 14:00","2019","04","06","14:00","7.1","","1.4","","67","","26","","24","","24.1","","101.67","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 15:00","2019","04","06","15:00","6.8","","1.0","","66","","25","","23","","24.1","","101.66","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 16:00","2019","04","06","16:00","7.3","","1.2","","65","","27","","27","","48.3","","101.68","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 17:00","2019","04","06","17:00","7.6","","1.4","","64","","27","","21","","48.3","","101.73","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 18:00","2019","04","06","18:00","7.0","","1.3","","67","","22","","16","","48.3","","101.74","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 19:00","2019","04","06","19:00","5.7","","0.8","","71","","22","","10","","24.1","","101.72","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 20:00","2019","04","06","20:00","5.3","","1.5","","76","","18","","7","","24.1","","101.76","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 21:00","2019","04","06","21:00","4.5","","1.4","","81","","17","","9","","24.1","","101.78","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 22:00","2019","04","06","22:00","3.0","","0.8","","86","","19","","7","","24.1","","101.77","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-06 23:00","2019","04","06","23:00","3.3","","1.4","","87","","26","","4","","24.1","","101.75","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 00:00","2019","04","07","00:00","4.1","","1.9","","85","","20","","8","","24.1","","101.76","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 01:00","2019","04","07","01:00","2.9","","1.2","","89","","24","","9","","24.1","","101.82","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 02:00","2019","04","07","02:00","4.3","","0.5","","77","","31","","9","","24.1","","101.84","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 03:00","2019","04","07","03:00","2.9","","0.0","","81","","21","","8","","24.1","","101.89","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 04:00","2019","04","07","04:00","2.6","","0.4","","85","","21","","10","","24.1","","101.91","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 05:00","2019","04","07","05:00","2.5","","0.5","","87","","22","","9","","24.1","","101.93","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 06:00","2019","04","07","06:00","2.4","","0.6","","88","","22","","7","","24.1","","101.94","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 07:00","2019","04","07","07:00","3.2","","1.0","","85","","25","","4","","24.1","","102.01","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 08:00","2019","04","07","08:00","4.6","","1.1","","78","","25","","6","","24.1","","101.99","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-04-07 09:00","2019","04","07","09:00","5.5","","1.4","","75","","22","","7","","24.1","","102.03","","","","","","NA"
