"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 05:00","2019","05","02","05:00","3.0","","2.4","","96","","4","","36","","24.1","","101.68","","","","","","Drizzle"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 06:00","2019","05","02","06:00","3.2","","2.2","","93","","4","","30","","24.1","","101.73","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 07:00","2019","05","02","07:00","3.5","","2.2","","91","","3","","31","","24.1","","101.79","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 08:00","2019","05","02","08:00","4.3","","2.5","","89","","4","","25","","24.1","","101.83","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 09:00","2019","05","02","09:00","4.2","","2.2","","87","","4","","34","","24.1","","101.86","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 10:00","2019","05","02","10:00","5.2","","2.4","","82","","4","","33","","24.1","","101.85","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 11:00","2019","05","02","11:00","6.1","","2.9","","80","","4","","28","","24.1","","101.85","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 12:00","2019","05","02","12:00","7.8","","3.9","","76","","6","","19","","24.1","","101.81","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 13:00","2019","05","02","13:00","8.7","","4.2","","73","","4","","21","","24.1","","101.80","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 14:00","2019","05","02","14:00","8.9","","4.4","","73","","5","","16","","24.1","","101.80","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 15:00","2019","05","02","15:00","9.1","","4.4","","72","","4","","18","","24.1","","101.83","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 16:00","2019","05","02","16:00","9.2","","4.2","","71","","2","","16","","24.1","","101.85","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 17:00","2019","05","02","17:00","9.4","","4.1","","69","","6","","9","","24.1","","101.84","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 18:00","2019","05","02","18:00","9.5","","4.6","","71","","7","","9","","24.1","","101.80","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 19:00","2019","05","02","19:00","9.3","","4.6","","72","","9","","8","","24.1","","101.77","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 20:00","2019","05","02","20:00","9.2","","5.1","","75","","11","","7","","24.1","","101.79","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 21:00","2019","05","02","21:00","9.0","","5.2","","77","","15","","5","","24.1","","101.76","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 22:00","2019","05","02","22:00","8.8","","5.3","","79","","17","","5","","24.1","","101.72","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-02 23:00","2019","05","02","23:00","8.7","","5.5","","80","","17","","5","","24.1","","101.71","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 00:00","2019","05","03","00:00","7.9","","5.2","","83","","22","","4","","24.1","","101.65","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 01:00","2019","05","03","01:00","7.8","","5.1","","83","","0","","1","","24.1","","101.61","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 02:00","2019","05","03","02:00","7.7","","5.6","","87","","5","","4","","24.1","","101.52","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 03:00","2019","05","03","03:00","8.2","","6.3","","88","","14","","4","","24.1","","101.51","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 04:00","2019","05","03","04:00","8.0","","5.8","","86","","13","","8","","24.1","","101.45","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 05:00","2019","05","03","05:00","8.0","","6.3","","89","","11","","8","","24.1","","101.45","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 06:00","2019","05","03","06:00","8.0","","6.5","","91","","10","","7","","9.7","","101.44","","","","","","Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 07:00","2019","05","03","07:00","8.0","","6.9","","92","","7","","10","","9.7","","101.39","","","","","","Rain,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 08:00","2019","05","03","08:00","8.1","","7.1","","93","","8","","9","","8.1","","101.36","","","","","","Rain,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 09:00","2019","05","03","09:00","8.4","","7.3","","93","","10","","11","","9.7","","101.33","","","","","","Rain,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 10:00","2019","05","03","10:00","9.0","","7.7","","92","","8","","13","","9.7","","101.29","","","","","","Rain,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 11:00","2019","05","03","11:00","9.8","","8.4","","91","","7","","10","","9.7","","101.21","","","","","","Rain,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 12:00","2019","05","03","12:00","9.9","","8.7","","92","","2","","13","","11.3","","101.13","","","","","","Drizzle"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 13:00","2019","05","03","13:00","9.4","","8.6","","94","","4","","19","","4.8","","101.08","","","","","","Drizzle,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 14:00","2019","05","03","14:00","9.8","","8.7","","93","","36","","16","","8.1","","101.09","","","","","","Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 15:00","2019","05","03","15:00","9.3","","8.3","","93","","1","","17","","9.7","","101.06","","","","","","Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 16:00","2019","05","03","16:00","9.4","","8.4","","93","","1","","16","","9.7","","101.06","","","","","","Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 17:00","2019","05","03","17:00","9.5","","8.6","","94","","1","","11","","4.8","","101.07","","","","","","Drizzle,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 18:00","2019","05","03","18:00","9.4","","8.6","","95","","36","","8","","6.4","","101.07","","","","","","Drizzle,Fog"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 19:00","2019","05","03","19:00","9.2","","8.5","","95","","2","","8","","11.3","","101.08","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 20:00","2019","05","03","20:00","9.4","","8.5","","94","","33","","7","","12.9","","101.13","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 21:00","2019","05","03","21:00","9.4","","8.5","","94","","32","","9","","12.9","","101.18","","","","","","Drizzle"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 22:00","2019","05","03","22:00","9.4","","8.4","","94","","32","","7","","12.9","","101.16","","","","","","Drizzle"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-03 23:00","2019","05","03","23:00","9.3","","8.3","","94","","35","","6","","24.1","","101.11","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 00:00","2019","05","04","00:00","9.0","","8.2","","95","","2","","9","","24.1","","101.11","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 01:00","2019","05","04","01:00","8.9","","8.1","","95","","36","","2","","24.1","","101.10","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 02:00","2019","05","04","02:00","8.6","","7.9","","95","","3","","5","","24.1","","101.06","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 03:00","2019","05","04","03:00","8.7","","7.5","","92","","2","","8","","24.1","","101.05","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 04:00","2019","05","04","04:00","8.6","","6.9","","89","","1","","10","","24.1","","101.01","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 05:00","2019","05","04","05:00","8.4","","6.1","","85","","2","","7","","24.1","","101.04","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 06:00","2019","05","04","06:00","8.6","","5.3","","80","","36","","11","","24.1","","101.15","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 07:00","2019","05","04","07:00","8.9","","5.0","","76","","3","","11","","24.1","","101.16","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 08:00","2019","05","04","08:00","9.5","","3.5","","66","","3","","12","","24.1","","101.18","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 09:00","2019","05","04","09:00","10.6","","2.6","","58","","2","","7","","24.1","","101.14","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 10:00","2019","05","04","10:00","11.7","","3.2","","56","","6","","8","","24.1","","101.09","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 11:00","2019","05","04","11:00","13.3","","3.3","","51","","2","","14","","48.3","","101.08","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 12:00","2019","05","04","12:00","13.5","","2.5","","47","","8","","6","","48.3","","101.01","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 13:00","2019","05","04","13:00","14.3","","1.4","","41","","36","","6","","48.3","","100.97","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 14:00","2019","05","04","14:00","15.7","","3.4","","43","","0","","1","","48.3","","100.86","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 15:00","2019","05","04","15:00","15.9","","2.7","","41","","21","","12","","48.3","","100.78","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 16:00","2019","05","04","16:00","16.0","","2.7","","40","","21","","16","","48.3","","100.79","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 17:00","2019","05","04","17:00","15.3","","2.9","","43","","21","","15","","48.3","","100.78","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 18:00","2019","05","04","18:00","14.8","","3.5","","47","","23","","13","","48.3","","100.75","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 19:00","2019","05","04","19:00","13.8","","2.5","","46","","19","","7","","48.3","","100.79","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 20:00","2019","05","04","20:00","12.1","","3.2","","54","","23","","10","","24.1","","100.83","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 21:00","2019","05","04","21:00","10.4","","3.5","","62","","23","","8","","24.1","","100.85","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 22:00","2019","05","04","22:00","9.1","","4.0","","70","","23","","6","","24.1","","100.83","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-04 23:00","2019","05","04","23:00","8.5","","4.3","","75","","27","","4","","24.1","","100.84","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 00:00","2019","05","05","00:00","8.4","","3.8","","73","","23","","5","","24.1","","100.82","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 01:00","2019","05","05","01:00","8.4","","4.4","","76","","21","","8","","24.1","","100.83","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 02:00","2019","05","05","02:00","8.5","","5.3","","81","","23","","10","","24.1","","100.84","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 03:00","2019","05","05","03:00","7.1","","4.8","","85","","24","","4","","24.1","","100.88","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 04:00","2019","05","05","04:00","4.5","","3.1","","91","","35","","5","","24.1","","100.87","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 05:00","2019","05","05","05:00","4.5","","3.4","","93","","32","","8","","24.1","","100.91","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 06:00","2019","05","05","06:00","7.2","","2.7","","73","","3","","13","","24.1","","100.95","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 07:00","2019","05","05","07:00","9.1","","3.2","","66","","3","","11","","24.1","","100.96","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 08:00","2019","05","05","08:00","11.4","","4.5","","62","","10","","7","","24.1","","100.97","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 09:00","2019","05","05","09:00","13.3","","5.0","","57","","36","","2","","48.3","","100.96","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 10:00","2019","05","05","10:00","15.3","","4.5","","48","","1","","10","","48.3","","100.92","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 11:00","2019","05","05","11:00","16.8","","4.6","","44","","10","","11","","48.3","","100.85","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 12:00","2019","05","05","12:00","17.8","","3.4","","38","","12","","18","","48.3","","100.81","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 13:00","2019","05","05","13:00","18.1","","2.6","","35","","8","","11","","48.3","","100.75","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 14:00","2019","05","05","14:00","19.5","","4.1","","36","","13","","9","","48.3","","100.66","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 15:00","2019","05","05","15:00","19.0","","3.4","","35","","14","","4","","48.3","","100.60","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 16:00","2019","05","05","16:00","19.9","","4.0","","35","","7","","13","","48.3","","100.56","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 17:00","2019","05","05","17:00","19.9","","2.7","","32","","11","","11","","48.3","","100.55","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 18:00","2019","05","05","18:00","19.8","","1.8","","30","","15","","11","","48.3","","100.55","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 19:00","2019","05","05","19:00","19.0","","1.8","","31","","12","","7","","48.3","","100.57","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 20:00","2019","05","05","20:00","17.7","","2.5","","36","","11","","6","","24.1","","100.60","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 21:00","2019","05","05","21:00","14.6","","4.2","","50","","5","","13","","24.1","","100.63","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 22:00","2019","05","05","22:00","15.7","","4.4","","47","","9","","13","","24.1","","100.65","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-05 23:00","2019","05","05","23:00","14.7","","5.3","","53","","9","","11","","24.1","","100.64","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 00:00","2019","05","06","00:00","13.8","","7.1","","64","","10","","11","","24.1","","100.67","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 01:00","2019","05","06","01:00","12.3","","9.2","","81","","14","","17","","24.1","","100.65","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 02:00","2019","05","06","02:00","11.4","","9.0","","85","","15","","16","","24.1","","100.68","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 03:00","2019","05","06","03:00","10.7","","8.6","","87","","16","","7","","24.1","","100.73","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 04:00","2019","05","06","04:00","10.5","","8.7","","88","","17","","8","","24.1","","100.77","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 05:00","2019","05","06","05:00","10.7","","7.9","","83","","21","","10","","24.1","","100.82","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 06:00","2019","05","06","06:00","11.0","","7.6","","79","","22","","11","","24.1","","100.90","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 07:00","2019","05","06","07:00","12.4","","6.8","","68","","24","","10","","24.1","","100.93","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 08:00","2019","05","06","08:00","14.2","","6.3","","58","","21","","12","","48.3","","100.96","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 09:00","2019","05","06","09:00","17.0","","7.8","","54","","20","","11","","48.3","","100.96","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 10:00","2019","05","06","10:00","18.0","","9.5","","57","","18","","15","","48.3","","100.98","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 11:00","2019","05","06","11:00","19.6","","9.7","","52","","20","","18","","48.3","","100.99","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 12:00","2019","05","06","12:00","21.2","","8.9","","45","","21","","17","","48.3","","100.98","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 13:00","2019","05","06","13:00","22.0","","7.7","","39","","20","","13","","48.3","","100.93","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 14:00","2019","05","06","14:00","21.8","","4.6","","32","","19","","16","","48.3","","100.90","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 15:00","2019","05","06","15:00","22.8","","3.8","","29","","18","","13","","48.3","","100.86","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 16:00","2019","05","06","16:00","22.8","","4.0","","29","","19","","19","","48.3","","100.84","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 17:00","2019","05","06","17:00","22.5","","6.3","","35","","19","","14","","48.3","","100.84","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 18:00","2019","05","06","18:00","21.6","","5.7","","35","","22","","18","","48.3","","100.82","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 19:00","2019","05","06","19:00","20.5","","4.9","","36","","21","","20","","48.3","","100.84","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 20:00","2019","05","06","20:00","18.0","","5.5","","43","","22","","18","","24.1","","100.91","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 21:00","2019","05","06","21:00","18.9","","4.7","","39","","20","","22","","24.1","","100.89","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 22:00","2019","05","06","22:00","17.2","","6.5","","49","","22","","18","","24.1","","100.91","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-06 23:00","2019","05","06","23:00","17.4","","5.4","","45","","23","","18","","24.1","","100.91","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 00:00","2019","05","07","00:00","17.2","","5.9","","47","","24","","21","","24.1","","100.95","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 01:00","2019","05","07","01:00","14.3","","10.0","","75","","23","","16","","24.1","","101.00","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 02:00","2019","05","07","02:00","13.5","","10.3","","81","","24","","15","","24.1","","101.08","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 03:00","2019","05","07","03:00","12.6","","10.0","","84","","23","","15","","24.1","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 04:00","2019","05","07","04:00","12.4","","9.5","","82","","26","","13","","24.1","","101.11","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 05:00","2019","05","07","05:00","11.9","","8.9","","82","","28","","13","","24.1","","101.18","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 06:00","2019","05","07","06:00","11.8","","8.8","","81","","29","","12","","24.1","","101.25","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 07:00","2019","05","07","07:00","11.9","","8.0","","77","","30","","16","","24.1","","101.33","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 08:00","2019","05","07","08:00","12.2","","6.9","","70","","30","","14","","24.1","","101.37","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 09:00","2019","05","07","09:00","13.4","","6.8","","64","","28","","13","","24.1","","101.39","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 10:00","2019","05","07","10:00","14.3","","5.5","","55","","26","","16","","24.1","","101.41","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 11:00","2019","05","07","11:00","15.7","","3.6","","44","","30","","3","","24.1","","101.41","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 12:00","2019","05","07","12:00","16.4","","2.5","","39","","29","","14","","24.1","","101.41","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-05-07 13:00","2019","05","07","13:00","16.7","","3.3","","40","","26","","14","","48.3","","101.43","","","","","","Cloudy"
